"DATE","Year","Month","Day","nodata","Tmin","Tmax"
2001-01-01 12:00:00,2001,1,1,1,7.95101118133433,14.5464645274453
2001-01-02 12:00:00,2001,1,2,NA,5.03789355784038,11.6592788292263
2001-01-03 12:00:00,2001,1,3,NA,3.75362328968724,10.2529421784066
2001-01-04 12:00:00,2001,1,4,NA,-2.88204579378655,4.09046072277706
2001-01-05 12:00:00,2001,1,5,NA,1.51535352535515,7.07478306943588
2001-01-06 12:00:00,2001,1,6,NA,2.07939775994931,7.9674824583713
2001-01-07 12:00:00,2001,1,7,NA,6.91781581590451,10.8528427593267
2001-01-08 12:00:00,2001,1,8,NA,2.27027889127336,8.07523048178111
2001-01-09 12:00:00,2001,1,9,NA,-0.612527399309481,4.28938375517293
2001-01-10 12:00:00,2001,1,10,NA,-1.66930514476066,1.22343267692156
2001-01-11 12:00:00,2001,1,11,NA,-3.26118955753858,-0.347306455967458
2001-01-12 12:00:00,2001,1,12,NA,-7.28170347391224,-0.534240091377991
2001-01-13 12:00:00,2001,1,13,NA,-6.81671153559411,1.90086170180074
2001-01-14 12:00:00,2001,1,14,NA,5.10799523288017,7.0474159485656
2001-01-15 12:00:00,2001,1,15,NA,7.08487655234749,7.03871779085148
2001-01-16 12:00:00,2001,1,16,NA,2.84037015128782,4.80360236948309
2001-01-17 12:00:00,2001,1,17,NA,3.47197162991537,6.40016550153506
2001-01-18 12:00:00,2001,1,18,NA,4.8100252181228,6.52097028273508
2001-01-19 12:00:00,2001,1,19,NA,1.98680119280002,5.97294298643986
2001-01-20 12:00:00,2001,1,20,NA,4.35407348260541,10.1416953120796
2001-01-21 12:00:00,2001,1,21,NA,1.93575337220614,10.1003777951861
2001-01-22 12:00:00,2001,1,22,NA,2.27448185735756,11.1982077580415
2001-01-23 12:00:00,2001,1,23,NA,2.90984272408587,9.75437324188425
2001-01-24 12:00:00,2001,1,24,NA,4.87993198145919,9.9731113776012
2001-01-25 12:00:00,2001,1,25,NA,6.44524800084302,12.4386134698665
2001-01-26 12:00:00,2001,1,26,NA,7.94281939830993,15.01546955191
2001-01-27 12:00:00,2001,1,27,NA,7.4433205195337,15.3746452608838
2001-01-28 12:00:00,2001,1,28,NA,2.06947485409827,7.01986963396223
2001-01-29 12:00:00,2001,1,29,NA,6.4425833127432,9.33737850109053
2001-01-30 12:00:00,2001,1,30,NA,6.87416369574756,13.879884713904
2001-01-31 12:00:00,2001,1,31,NA,5.99216795901983,16.0779307649481
