"DATE","Year","Month","Day","nodata","Tmin","Tmax"
2001-01-01 12:00:00,2001,1,1,1,5.31383884803208,11.9974384933141
2001-01-02 12:00:00,2001,1,2,NA,2.4335464501081,9.16818553007588
2001-01-03 12:00:00,2001,1,3,NA,1.31207375690928,7.98890846007988
2001-01-04 12:00:00,2001,1,4,NA,-5.25024748663731,1.84703363379713
2001-01-05 12:00:00,2001,1,5,NA,-0.784952564675193,4.85841346524256
2001-01-06 12:00:00,2001,1,6,NA,-0.204752817217852,5.83050928990244
2001-01-07 12:00:00,2001,1,7,NA,4.70707336816164,8.73821251364937
2001-01-08 12:00:00,2001,1,8,NA,0.0587270900486963,6.05695998807726
2001-01-09 12:00:00,2001,1,9,NA,-2.74170198519852,2.28368603354848
2001-01-10 12:00:00,2001,1,10,NA,-3.74239644606795,-0.744398510298639
2001-01-11 12:00:00,2001,1,11,NA,-5.28328596074445,-2.27358264808453
2001-01-12 12:00:00,2001,1,12,NA,-9.28516593950103,-2.38840001104146
2001-01-13 12:00:00,2001,1,13,NA,-8.83074576796099,0.145824318499773
2001-01-14 12:00:00,2001,1,14,NA,3.23374660268102,5.23854453484263
2001-01-15 12:00:00,2001,1,15,NA,5.28479455733843,5.23863375185705
2001-01-16 12:00:00,2001,1,16,NA,1.05487819804619,3.06859341317489
2001-01-17 12:00:00,2001,1,17,NA,1.70490633100409,4.72299581618423
2001-01-18 12:00:00,2001,1,18,NA,3.10732910514395,4.85220530345559
2001-01-19 12:00:00,2001,1,19,NA,0.299858215098208,4.35761389648513
2001-01-20 12:00:00,2001,1,20,NA,2.67479578801688,8.58421226209338
2001-01-21 12:00:00,2001,1,21,NA,0.249298967270919,8.61181224299036
2001-01-22 12:00:00,2001,1,22,NA,0.647631633807449,9.70791544214834
2001-01-23 12:00:00,2001,1,23,NA,1.28440934441352,8.31658529592697
2001-01-24 12:00:00,2001,1,24,NA,3.30442028516119,8.53527392409112
2001-01-25 12:00:00,2001,1,25,NA,4.91338077998419,11.0028618446288
2001-01-26 12:00:00,2001,1,26,NA,6.38153070514933,13.6506349964573
2001-01-27 12:00:00,2001,1,27,NA,5.91530728236802,14.0137033065733
2001-01-28 12:00:00,2001,1,28,NA,0.591769658701099,5.64136732055619
2001-01-29 12:00:00,2001,1,29,NA,4.97540928974268,7.97657948937859
2001-01-30 12:00:00,2001,1,30,NA,5.40541708276892,12.5442867235607
2001-01-31 12:00:00,2001,1,31,NA,4.49602551599344,14.7886581592249
2001-02-01 12:00:00,2001,2,1,NA,7.18659466387351,16.2500510760591
2001-02-02 12:00:00,2001,2,2,NA,6.79579865093992,13.6445300719633
2001-02-03 12:00:00,2001,2,3,NA,7.89756945140755,16.1613306980278
2001-02-04 12:00:00,2001,2,4,NA,10.7331643661312,12.7196962699857
2001-02-05 12:00:00,2001,2,5,NA,9.89285662165404,11.873523282169
2001-02-06 12:00:00,2001,2,6,NA,8.10818128684557,11.9236779909719
